timestamp,button_press,gyro_pitch,gyro_yaw,gyro_roll,acc_x,acc_y,acc_z,user_id
2025-03-10T10:11:02.051314,none,0,0,0,0,0,0,user4
2025-03-10T10:11:02.056345,none,287,7830,-313,80,-24,-7,user4
2025-03-10T10:11:02.061362,none,285,7846,-300,66,-24,0,user4
2025-03-10T10:11:02.066387,none,311,7908,-296,48,-19,4,user4
2025-03-10T10:11:02.071426,none,276,7972,-281,25,-20,13,user4
2025-03-10T10:11:02.076448,none,296,8029,-283,15,-18,21,user4
2025-03-10T10:11:02.081474,none,302,8029,-278,7,-15,25,user4
2025-03-10T10:11:02.086495,none,301,8114,-278,9,-13,28,user4
2025-03-10T10:11:02.091515,none,329,8213,-261,9,-14,38,user4
2025-03-10T10:11:02.096539,none,316,8252,-249,14,-9,33,user4
2025-03-10T10:11:02.101564,none,353,8273,-274,18,-8,32,user4
2025-03-10T10:11:02.106581,none,382,8265,-266,19,-6,29,user4
2025-03-10T10:11:02.111596,none,388,8328,-238,24,-2,21,user4
2025-03-10T10:11:02.116621,none,370,8356,-257,25,0,16,user4
2025-03-10T10:11:02.121644,none,353,8350,-251,26,0,12,user4
2025-03-10T10:11:02.126667,none,383,8307,-275,28,2,6,user4
2025-03-10T10:11:02.131689,none,297,8321,-273,29,-1,0,user4
2025-03-10T10:11:02.136712,none,287,8311,-239,29,-1,-8,user4
2025-03-10T10:11:02.141735,none,271,8304,-280,30,-1,-11,user4
2025-03-10T10:11:02.146760,none,262,8267,-290,29,-3,-16,user4
2025-03-10T10:11:02.151894,none,258,8292,-250,24,-6,-25,user4
2025-03-10T10:11:02.156912,none,214,8314,-284,23,-9,-30,user4
2025-03-10T10:11:02.161937,none,238,8297,-292,25,-11,-34,user4
2025-03-10T10:11:02.166953,none,240,8297,-297,36,-16,-41,user4
2025-03-10T10:11:02.171969,none,254,8284,-312,44,-19,-43,user4
2025-03-10T10:11:02.176991,none,273,8301,-315,50,-21,-43,user4
2025-03-10T10:11:02.182014,none,275,8248,-347,56,-20,-48,user4
2025-03-10T10:11:02.187030,none,302,8257,-333,65,-26,-43,user4
2025-03-10T10:11:02.192046,none,321,8220,-340,66,-26,-42,user4
2025-03-10T10:11:02.197069,none,327,8202,-367,65,-27,-40,user4
2025-03-10T10:11:02.202092,none,337,8173,-368,58,-27,-38,user4
2025-03-10T10:11:02.207108,none,319,8109,-353,37,-27,-37,user4
2025-03-10T10:11:02.212125,none,302,8114,-329,26,-27,-35,user4
2025-03-10T10:11:02.217140,none,323,8099,-354,19,-24,-34,user4
2025-03-10T10:11:02.222156,none,333,8064,-353,12,-25,-29,user4
2025-03-10T10:11:02.227172,none,322,8069,-342,-1,-23,-21,user4
2025-03-10T10:11:02.232189,none,314,8103,-324,-10,-20,-21,user4
2025-03-10T10:11:02.237211,none,304,8130,-318,-16,-18,-19,user4
2025-03-10T10:11:02.242234,none,314,8087,-288,-21,-21,-14,user4
2025-03-10T10:11:02.247249,none,292,8147,-328,-25,-19,-6,user4
2025-03-10T10:11:02.251597,none,302,8145,-330,-28,-20,0,user4
2025-03-10T10:11:02.256620,none,289,8147,-286,-30,-17,4,user4
2025-03-10T10:11:02.261671,none,266,8158,-284,-27,-17,11,user4
2025-03-10T10:11:02.265828,none,280,8182,-274,-21,-19,19,user4
2025-03-10T10:11:02.270920,none,308,8184,-296,-14,-14,24,user4
2025-03-10T10:11:02.275784,none,337,8151,-309,-5,-10,30,user4
2025-03-10T10:11:02.280841,none,341,8169,-301,-1,-10,33,user4
2025-03-10T10:11:02.285727,none,361,8145,-306,-1,-9,34,user4
2025-03-10T10:11:02.290865,none,364,8142,-299,0,-8,38,user4
2025-03-10T10:11:02.295903,none,303,8117,-365,2,-4,39,user4
2025-03-10T10:11:02.300774,none,337,8217,-317,-6,-3,38,user4
2025-03-10T10:11:02.305897,none,349,8202,-296,-10,-4,40,user4
2025-03-10T10:11:02.310951,none,341,8221,-309,-8,-7,37,user4
2025-03-10T10:11:02.315736,none,314,8220,-265,-15,-8,29,user4
2025-03-10T10:11:02.320781,none,300,8235,-298,-18,-6,23,user4
2025-03-10T10:11:02.325811,none,289,8196,-334,-22,-5,17,user4
2025-03-10T10:11:02.330840,none,311,8215,-323,-31,-9,14,user4
2025-03-10T10:11:02.335869,none,301,8214,-304,-40,-14,11,user4
2025-03-10T10:11:02.340894,none,293,8235,-278,-37,-13,8,user4
2025-03-10T10:11:02.345918,none,308,8214,-266,-36,-13,6,user4
2025-03-10T10:11:02.350402,none,304,8247,-265,-36,-15,9,user4
2025-03-10T10:11:02.355451,none,347,8224,-259,-35,-13,14,user4
2025-03-10T10:11:02.360390,none,326,8263,-245,-30,-11,16,user4
2025-03-10T10:11:02.365415,none,317,8242,-253,-25,-11,19,user4
2025-03-10T10:11:02.370435,none,366,8195,-262,-22,-9,22,user4
2025-03-10T10:11:02.375460,none,320,8256,-245,-20,-6,31,user4
2025-03-10T10:11:02.380499,none,305,8272,-240,-17,-6,32,user4
2025-03-10T10:11:02.385526,none,296,8259,-227,-17,-6,35,user4
2025-03-10T10:11:02.390551,none,306,8231,-236,-11,-4,34,user4
2025-03-10T10:11:02.395584,none,313,8228,-233,-8,-2,32,user4
2025-03-10T10:11:02.400606,none,298,8222,-245,-9,-5,32,user4
2025-03-10T10:11:02.405625,none,274,8169,-259,-8,-5,27,user4
2025-03-10T10:11:02.410651,none,279,8184,-254,-9,-7,23,user4
2025-03-10T10:11:02.415681,none,316,8149,-252,-14,-6,14,user4
2025-03-10T10:11:02.420699,none,326,8139,-227,-15,-7,12,user4
2025-03-10T10:11:02.425720,none,336,8136,-240,-14,-5,12,user4
2025-03-10T10:11:02.430752,none,333,8134,-266,-17,-4,9,user4
2025-03-10T10:11:02.435789,none,343,8172,-244,-13,-4,7,user4
2025-03-10T10:11:02.440819,none,335,8191,-269,-11,-5,5,user4
2025-03-10T10:11:02.445844,none,318,8202,-218,-5,-4,5,user4
2025-03-10T10:11:02.450399,none,350,8198,-229,-1,0,5,user4
2025-03-10T10:11:02.455421,none,333,8170,-245,8,0,0,user4
2025-03-10T10:11:02.460442,none,316,8202,-248,11,0,1,user4
2025-03-10T10:11:02.465467,none,337,8178,-231,15,0,1,user4
2025-03-10T10:11:02.470491,none,324,8149,-239,14,1,-1,user4
